primary_genre,supergenre
Trancecore,Techno & Trance
Transpop,Pop
Trap,Hip Hop/Rap
Trap angolano,Hip Hop/Rap
Trap antillais,Hip Hop/Rap
Trap argentino,Hip Hop/Rap
Trap baiano,Hip Hop/Rap
Trap beats,Hip Hop/Rap
Trap boricua,Hip Hop/Rap
Trap brasileiro,Hip Hop/Rap
Trap carioca,Hip Hop/Rap
Trap catala,Hip Hop/Rap
Trap chileno,Hip Hop/Rap
Trap colombiano,Hip Hop/Rap
Trap cristao,Hip Hop/Rap
Trap cristiano,Hip Hop/Rap
Trap dominicano,Hip Hop/Rap
Trap funk,Hip Hop/Rap
Trap italiana,Hip Hop/Rap
Trap kreyol,Hip Hop/Rap
Trap latino,Latin
Trap maroc,Hip Hop/Rap
Trap metal italiana,Hip Hop/Rap
Trap mexicano,Hip Hop/Rap
Trap peruano,Hip Hop/Rap
Trap pesado,Hip Hop/Rap
Trap queen,Hip Hop/Rap
Trap soul,Hip Hop/Rap
Trap triste,Hip Hop/Rap
Trap tuga,Hip Hop/Rap
Trap venezolano,Hip Hop/Rap
Traphall,Hip Hop/Rap
Traprun,Hip Hop/Rap
Trash rock,Rock
Trecento,Classical/Orchestral
Trekkspill,Folk/Acoustic
Triangle indie,Alternative/Indie
Tribal,World/Traditional
Tribal house,House & EDM
Tribute,Pop
Trikiti,Folk/Acoustic
Trinibad,Hip Hop/Rap
Trinidadian reggae,Reggae/Caribbean
Trio batak,World/Traditional
Trio cubano,Latin
Trio huasteco,Latin
Trip hop,Ambient & Experimental Electronic
Trival,Other
Trombone brasileiro,Latin
Trondersk musikk,Folk/Acoustic
Trondheim indie,Alternative/Indie
Tropical,Latin
Tropical alternativo,Latin
Tropical house,House & EDM
Tropical tecladista,Latin
Tropicalia,Latin
Trot,Pop
Troubadour,Folk/Acoustic
Trouvere,Classical/Orchestral
Trova,Latin
Trova mexicana,Latin
Truck-driving country,Country/Americana
Tuareg guitar,World/Traditional
Tucson indie,Alternative/Indie
Tulsa indie,Alternative/Indie
Tulum,World/Traditional
Tuna,Pop
Tuna estudiantil,Pop
Tunantada,Latin
Tunisian pop,Pop
Turbo folk,Folk/Acoustic
Turin indie,Alternative/Indie
Turk sanat muzigi,World/Traditional
Turkce drill,Hip Hop/Rap
Turkce kadin rap,Hip Hop/Rap
Turkce remix,Pop
Turkce slow sarkilar,Pop
Turkce trap metal,Hip Hop/Rap
Turkish alt pop,Pop
Turkish alternative,Alternative/Indie
Turkish alternative rock,Alternative/Indie
Turkish black metal,Metal
Turkish classical,Classical/Orchestral
Turkish classical performance,Classical/Orchestral
Turkish death metal,Metal
Turkish deep house,House & EDM
Turkish edm,House & EDM
Turkish electronic,House & EDM
Turkish experimental,Alternative/Indie
Turkish folk,Folk/Acoustic
Turkish hardcore,Punk/Hardcore
Turkish hip hop,Hip Hop/Rap
Turkish instrumental,Soundtrack/Instrumental
Turkish jazz,Jazz
Turkish metal,Metal
Turkish modern jazz,Jazz
Turkish pop,Pop
Turkish post-punk,Rock
Turkish psych,Rock
Turkish punk,Punk/Hardcore
Turkish reggae,Reggae/Caribbean
Turkish rock,Rock
Turkish singer-songwriter,Folk/Acoustic
Turkish soundtrack,Soundtrack/Instrumental
Turkish trap,Hip Hop/Rap
Turkish trap pop,Pop
Turkmen hip hop,Hip Hop/Rap
Turkmen pop,Pop
Turntablism,Hip Hop/Rap
Tuvan folk,Folk/Acoustic
Twee indie pop,Pop
Twee pop,Pop
Twelve-tone,Classical/Orchestral
Twin cities indie,Alternative/Indie
Twist,Pop
Twoubadou,Reggae/Caribbean
Tzadik,World/Traditional
Ua trap,Hip Hop/Rap
Uae indie,Alternative/Indie
Ugandan gospel,R&B/Soul
Ugandan hip hop,Hip Hop/Rap
Ugandan pop,Pop
Ugandan traditional,World/Traditional
Uilleann pipes,Folk/Acoustic
Uk alternative hip hop,Hip Hop/Rap
Uk alternative pop,Pop
Uk americana,Country/Americana
Uk bass,Bass Music
Uk beatdown,Punk/Hardcore
Uk christian rap,Hip Hop/Rap
Uk contemporary jazz,Jazz
Uk contemporary r&b,R&B/Soul
Uk dance,House & EDM
Uk dancehall,Reggae/Caribbean
Uk diy punk,Punk/Hardcore
Uk dnb,Bass Music
Uk doom metal,Metal
Uk drill,Hip Hop/Rap
Uk dub,Reggae/Caribbean
Uk experimental electronic,Ambient & Experimental Electronic
Uk funky,Bass Music
Uk garage,Garage & Breaks
Uk hip hop,Hip Hop/Rap
Uk house,House & EDM
Uk melodic rap,Hip Hop/Rap
Uk metalcore,Metal
Uk noise rock,Alternative/Indie
Uk pop,Pop
Uk pop punk,Punk/Hardcore
Uk post-hardcore,Punk/Hardcore
Uk post-metal,Metal
Uk post-punk,Rock
Uk post-punk revival,Rock
Uk reggae,Reggae/Caribbean
Uk rockabilly,Rock
Uk stoner rock,Rock
Uk street soul,R&B/Soul
Uk tech house,House & EDM
Uk worship,R&B/Soul
Uk82,Punk/Hardcore
Ukg revival,Garage & Breaks
Ukhc,Punk/Hardcore
Ukrainian alternative rock,Alternative/Indie
Ukrainian black metal,Metal
Ukrainian ccm,R&B/Soul
Ukrainian choir,Classical/Orchestral
Ukrainian classical,Classical/Orchestral
Ukrainian classical piano,Classical/Orchestral
Ukrainian edm,House & EDM
Ukrainian electronic,House & EDM
Ukrainian experimental,Alternative/Indie
Ukrainian folk,Folk/Acoustic
Ukrainian folk pop,Folk/Acoustic
Ukrainian folk rock,Folk/Acoustic
Ukrainian hip hop,Hip Hop/Rap
Ukrainian indie,Alternative/Indie
Ukrainian metal,Metal
Ukrainian metalcore,Metal
Ukrainian pop,Pop
Ukrainian post-punk,Rock
Ukrainian rock,Rock
Ukrainian viral pop,Pop
Ukulele,Folk/Acoustic
Ukulele cover,Folk/Acoustic
Ulkucu sarkilar,World/Traditional
Umbanda,World/Traditional
Umea hardcore,Punk/Hardcore
Umea indie,Alternative/Indie
Unblack metal,Metal
Underground amapiano,World/Traditional
Underground boom bap,Hip Hop/Rap
Underground hip hop,Hip Hop/Rap
Underground power pop,Rock
Underground rap,Hip Hop/Rap
University choir,Classical/Orchestral
Uplifting trance,Techno & Trance
Uppsala indie,Alternative/Indie
Upstate ny rap,Hip Hop/Rap
Uptempo hardcore,Garage & Breaks
Urban contemporary,R&B/Soul
Urbano chileno,Latin
Urbano espanol,Latin
Urbano latino,Latin
Urbano mexicano,Latin
Uruguayan indie,Alternative/Indie
Us power metal,Metal
Usbm,Metal
Utah indie,Alternative/Indie
Utah metal,Metal
Uwielbienie,R&B/Soul
Uyghur folk,Folk/Acoustic
Uzbek pop,Pop
Uzbek traditional,World/Traditional
V-pop,Pop
Vaikiskos dainos,Novelty/Spoken Word
Vallenato,Latin
Vallenato moderno,Latin
Vancouver indie,Alternative/Indie
Vancouver metal,Metal
Vancouver punk,Punk/Hardcore
Vanuatu music,World/Traditional
Vapor house,House & EDM
Vapor pop,Pop
Vapor soul,R&B/Soul
Vapor trap,Hip Hop/Rap
Vapor twitch,Ambient & Experimental Electronic
Vaporwave,Ambient & Experimental Electronic
Vaqueiro,Latin
Variete francaise,Pop
Varmland rock,Rock
Vaudeville,Pop
Vbs,Novelty/Spoken Word
Veena,World/Traditional
Vegan straight edge,Punk/Hardcore
Vegas indie,Alternative/Indie
Velha guarda,Latin
Venda pop,Pop
Venda rap,Hip Hop/Rap
Venezuelan hip hop,Hip Hop/Rap
Venezuelan indie,Alternative/Indie
Venezuelan metal,Metal
Venezuelan rock,Rock
Veracruz indie,Alternative/Indie
Verismo,Classical/Orchestral
Vermont indie,Alternative/Indie
Vgm instrumental,Soundtrack/Instrumental
Vgm remix,Soundtrack/Instrumental
Via,Other
Victoria bc indie,Alternative/Indie
Victorian britain,Classical/Orchestral
Video game music,Soundtrack/Instrumental
Vienna indie,Alternative/Indie
Viet edm,House & EDM
Viet instrumental,Soundtrack/Instrumental
Viet lo-fi,Hip Hop/Rap
Viet remix,Pop
Vietnamese bolero,Pop
Vietnamese electronic,House & EDM
Vietnamese hip hop,Hip Hop/Rap
Vietnamese melodic rap,Hip Hop/Rap
Vietnamese pop,Pop
Vietnamese singer-songwriter,Folk/Acoustic
Vietnamese traditional,World/Traditional
Vietnamese trap,Hip Hop/Rap
Viking black metal,Metal
Viking folk,Folk/Acoustic
Viking metal,Metal
Villancicos,Classical/Orchestral
Vinahouse,House & EDM
Vincy soca,Reggae/Caribbean
Vintage broadway,Soundtrack/Instrumental
Vintage cantonese pop,Pop
Vintage chanson,Pop
Vintage chinese pop,Pop
Vintage classical singing,Classical/Orchestral
Vintage country folk,Folk/Acoustic
Vintage dutch pop,Pop
Vintage finnish jazz,Jazz
Vintage french electronic,House & EDM
Vintage french psychedelic,Rock
Vintage gospel,R&B/Soul
Vintage hawaiian,World/Traditional
Vintage hollywood,Soundtrack/Instrumental
Vintage italian pop,Pop
Vintage italian soundtrack,Soundtrack/Instrumental
Vintage jazz,Jazz
Vintage norwegian pop,Pop
Vintage old-time,Folk/Acoustic
Vintage radio show,Novelty/Spoken Word
Vintage reggae,Reggae/Caribbean
Vintage rockabilly,Rock
Vintage schlager,Pop
Vintage spanish pop,Pop
Vintage swedish pop,Pop
Vintage swing,Jazz
Vintage swoon,Pop
Vintage taiwan pop,Pop
Vintage tango,Latin
Vintage tollywood,Soundtrack/Instrumental
Vintage western,Country/Americana
Viola,Classical/Orchestral
Viola caipira,Folk/Acoustic
Viola da gamba,Classical/Orchestral
Violao,Folk/Acoustic
Violao classico,Classical/Orchestral
Violin,Classical/Orchestral
Viral pop,Pop
Viral pop brasileiro,Pop
Viral rap,Hip Hop/Rap
Viral trap,Hip Hop/Rap
Virgin islands reggae,Reggae/Caribbean
Virginia hip hop,Hip Hop/Rap
Virginia indie,Alternative/Indie
Virginia metal,Metal
Virginia punk,Punk/Hardcore
Visor,Folk/Acoustic
Vispop,Pop
Visual kei,Rock
Vlaamse cabaret,Pop
Vlaamse kinderliedje,Novelty/Spoken Word
Vlaamse rap,Hip Hop/Rap
Vocal,Pop
Vocal ensemble,Classical/Orchestral
Vocal harmony group,Pop
Vocal house,House & EDM
Vocal jazz,Jazz
Vocal trance,Techno & Trance
Vocaloid,Pop
Vocaloid metal,Metal
Voetbal,Other
Vogue,Hip Hop/Rap
Voidgaze,Alternative/Indie
Voidgrind,Metal
Volksmusik,Folk/Acoustic
Volkspop,Pop
Volkstumliche musik,Folk/Acoustic
Wagnerian singing,Classical/Orchestral
Waiata,World/Traditional
Waiata maori,World/Traditional
Waiata mo tamariki,Novelty/Spoken Word
Wandelweiser,Classical/Orchestral
War metal,Metal
Warm drone,Ambient & Experimental Electronic
Warrington indie,Alternative/Indie
Washboard,Folk/Acoustic
Washington indie,Alternative/Indie
Wassoulou,World/Traditional
Water,New Age/Meditation
Wave,Pop
Weightless,New Age/Meditation
Weirdcore,Ambient & Experimental Electronic
Wellington indie,Alternative/Indie
Welsh choir,Classical/Orchestral
Welsh folk,Folk/Acoustic
Welsh hip hop,Hip Hop/Rap
Welsh indie,Alternative/Indie
Welsh metal,Metal
Welsh rock,Rock
West african jazz,Jazz
West australian hip hop,Hip Hop/Rap
West bengali pop,Pop
West coast rap,Hip Hop/Rap
West coast reggae,Reggae/Caribbean
West coast trap,Hip Hop/Rap
West coast hip hop,Hip Hop/Rap
West end,Soundtrack/Instrumental
West virginia indie,Alternative/Indie
West virginia metal,Metal
West yorkshire indie,Alternative/Indie
West-vlaamse hip hop,Hip Hop/Rap
Westcoast flow,Hip Hop/Rap
Western americana,Country/Americana
Western mass indie,Alternative/Indie
Western ny metal,Metal
Western saharan folk,Folk/Acoustic
Western swing,Country/Americana
Whale song,New Age/Meditation
White noise,New Age/Meditation
Wind ensemble,Classical/Orchestral
Wind quintet,Classical/Orchestral
Wind symphony,Classical/Orchestral
Windsor on indie,Alternative/Indie
Winnipeg hip hop,Hip Hop/Rap
Wisconsin indie,Alternative/Indie
Wisconsin metal,Metal
Witch house,Ambient & Experimental Electronic
Women's choir,Classical/Orchestral
Women's music,Folk/Acoustic
Wonky,Ambient & Experimental Electronic
Woodwind instrument,Classical/Orchestral
Worcester ma indie,Alternative/Indie
Workout product,Other
World,World/Traditional
World chill,New Age/Meditation
World devotional,World/Traditional
World fusion,World/Traditional
World meditation,New Age/Meditation
World worship,R&B/Soul
Worship,R&B/Soul
Wrestling,Other
Writing,Novelty/Spoken Word
Wrock,Rock
Wu fam,Hip Hop/Rap
Wuhan indie,Alternative/Indie
Wyoming indie,Alternative/Indie
Wyoming roots,Country/Americana
Xenharmonic,Classical/Orchestral
Xhosa,World/Traditional
Xhosa hip hop,Hip Hop/Rap
Xinyao,Pop
Xitsonga pop,Pop
Xtra raw,Hip Hop/Rap
Yacht rock,Rock
Yakut pop,Pop
Yaoi,Pop
Ye ye,Pop
Yemeni pop,Pop
Yemeni traditional,World/Traditional
Yemenite jewish,World/Traditional
Yiddish folk,Folk/Acoustic
Yodeling,Folk/Acoustic
Yoga,New Age/Meditation
Yogyakarta indie,Alternative/Indie
Yoik,World/Traditional
York indie,Alternative/Indie
Yorkshire folk,Folk/Acoustic
Yoruba,World/Traditional
Yoruba worship,R&B/Soul
Youth orchestra,Classical/Orchestral
Yu-mex,Latin
Yugoslav new wave,Pop
Yugoslav rock,Rock
Yunnan traditional,World/Traditional
Yuri,Pop
Yã©-yã©,Pop
Zamba,Latin
Zambian gospel,R&B/Soul
Zambian hip hop,Hip Hop/Rap
Zambian pop,Pop
Zampogna,World/Traditional
Zarzuela,Classical/Orchestral
Zcc,R&B/Soul
Zemer ivri,World/Traditional
Zen,New Age/Meditation
Zenonesque,Techno & Trance
Zespol dzieciecy,Novelty/Spoken Word
Zeuhl,Rock
Zhenskiy rep,Hip Hop/Rap
Zhongguo feng,Pop
Zikir,World/Traditional
Zilizopendwa,World/Traditional
Zillertal,Folk/Acoustic
Zim gospel,R&B/Soul
Zim hip hop,Hip Hop/Rap
Zim urban groove,World/Traditional
Zimdancehall,Reggae/Caribbean
Zither,World/Traditional
Zohioliin duu,World/Traditional
Zolo,Alternative/Indie
Zomi pop,Pop
Zouglou,World/Traditional
Zouk,Reggae/Caribbean
Zouk riddim,Reggae/Caribbean
Zurich indie,Alternative/Indie
Zxc,Hip Hop/Rap
Zydeco,Country/Americana
acoustic country,Other
afro-fusion,Other
afrobeats,Other
alté,Other
Ambient Electronic,Other
argentine trap,Other
ballroom vogue,Other
blue-eyed soul,Other
bongo piano,Other
cha cha cha,Other
chanson québécoise,Other
chinese rock,Other
christian,Other
christian country,Other
christian folk,Other
classic blues,Other
cold wave,Other
country hip hop,Other
cumbia norteña,Other
dansk pop,Other
dark r&b,Other
devotional,Other
drumstep,Other
edm trap,Other
egyptian shaabi,Other
ethiopian jazz,Other
film score,Other
flamenco rock,Other
folk pop,Other
french rap,Other
hollands,Other
Indie Dance,Other
indie electronic,Other
iskelmä,Other
italian singer-songwriter,Other
italian trap,Other
italo disco,Other
j-r&b,Other
japanese indie,Other
jazz beats,Other
k-ballad,Other
latin afrobeats,Other
latin folk,Other
latin folklore,Other
latin indie,Other
latin r&b,Other
laïko,Other
lo-fi hip hop,Other
melodic bass,Other
melodic house,Other
Musical Theatre,Other
musicals,Other
música mexicana,Other
native american music,Other
new orleans bounce,Other
newgrass,Other
noise music,Other
norsk rock,Other
orchestral,Other
Post-Dubstep,Other
punk rock,Other
rage rap,Other
rally house,Other
raï,Other
rock and roll,Other
schlagerparty,Other
Scrumpy and Western,Other
sexy drill,Other
soft pop,Other
space music,Other
stutter house,Other
traditional music,Other
Traditional Pop,Other
tropical music,Other
uk r&b,Other
variété française,Other
Electronic Pop,Pop
UK techno,Techno & Trance
Live Looping,Other
afro-electronic,House & EDM
changüí,Latin
Comedy Hip Hop,Hip Hop/Rap
country guitar,Country/Americana
Electro-Rock,Rock
Electronic Soul,R&B/Soul
afro-house,House & EDM
Alt-Country,Country/Americana
big band jazz,Jazz
euro-pop,Pop
Neo-Soul,R&B/Soul
50s pop,Pop
60s pop,Pop
80s Pop,Pop
90s pop,Pop
acoustic instrumental,Folk/Acoustic
Acoustic World Fusion,World/Traditional
Adult Contemporary,Pop
African Folk,World/Traditional
Afro-Brazilian,World/Traditional
afro-jazz,Jazz
Algerian classical,Classical/Orchestral
Alt-R&B,R&B/Soul
ambient classical,Classical/Orchestral
Ambient Drone,Ambient & Experimental Electronic
Ambient Jazz,Jazz
ambient nature,New Age/Meditation
ambient piano,Ambient & Experimental Electronic
american primitive guitar,Folk/Acoustic
Asian Underground,Ambient & Experimental Electronic
audio drama,Novelty/Spoken Word
azerbaijani pop,Pop
Balkan fusion,World/Traditional
Baroque Classical,Classical/Orchestral
beat music,Rock
brass band music,Classical/Orchestral
Brasshouse,House & EDM
brazilian psychedelic,Rock
British Beat,Rock
british rhythm and blues,R&B/Soul
Chill Electronic,Ambient & Experimental Electronic
chill house,House & EDM
Chill-out,Ambient & Experimental Electronic
Choral Classical,Classical/Orchestral
christian worship,Other
Christmas Music,Other
Cinematic Ambient,Soundtrack/Instrumental
Cinematic Instrumental,Soundtrack/Instrumental
classic vocal jazz,Jazz
classical brass,Classical/Orchestral
classical chamber music,Classical/Orchestral
classical crossover,Classical/Orchestral
Classical Sacred,Classical/Orchestral
Classical Violin,Classical/Orchestral
comedy music,Novelty/Spoken Word
Compilation,Other
Congotronics,World/Traditional
contemporary christian,Other
Cosmic Americana,Country/Americana
Cosmic Jazz,Jazz
Country folk,Folk/Acoustic
country soul,R&B/Soul
country trap,Hip Hop/Rap
Cowboy Music,Country/Americana
Dance Band,Jazz
dark electronic,Ambient & Experimental Electronic
Disney Soundtrack,Soundtrack/Instrumental
dutch classical,Classical/Orchestral
early jazz,Jazz
easy listening orchestra,Soundtrack/Instrumental
EDM Pop,Pop
Educational Classical,Classical/Orchestral
Electro Pop,Pop
Electro-Indie,Alternative/Indie
Electro-pop,Pop
Electronic Ambient,Ambient & Experimental Electronic
electronic classical,Classical/Orchestral
electronic dance music,House & EDM
Electronic Hip Hop,Hip Hop/Rap
electronic instrumental,Ambient & Experimental Electronic
Electronic Music,Ambient & Experimental Electronic
Electronic Spoken Word,Novelty/Spoken Word
Emo Pop,Pop
English Classical,Classical/Orchestral
Experimental Punk,Punk/Hardcore
Fantasy Soundtrack,Soundtrack/Instrumental
Filipino Folk,World/Traditional
Filipino Indie,Alternative/Indie
Filipino Pop,Pop
Flamenco Pop,Latin
Folk Blues,Blues
French electronic,Ambient & Experimental Electronic
future beats,Hip Hop/Rap
Future R&B,R&B/Soul
Glam Pop,Pop
glitch-hop,Bass Music
global bass,Bass Music
Gothic Acoustic,Alternative/Indie
gullah folk,World/Traditional
Handpan Ambient,New Age/Meditation
hawaiian folk,World/Traditional
Horror Game Soundtrack,Soundtrack/Instrumental
Horror Spoken Word,Novelty/Spoken Word
house music,House & EDM
Indian Disco,Funk/Disco
Indie Funk,Alternative/Indie
Indigenous Music,World/Traditional
Industrial Electronic,Ambient & Experimental Electronic
Instrumental Hip Hop,Hip Hop/Rap
Instrumental Hip-Hop,Hip Hop/Rap
instrumental jazz,Jazz
Instrumental Pop,Pop
instrumental surf rock,Rock
Italian Electronic,Ambient & Experimental Electronic
Italian film score,Soundtrack/Instrumental
Italian Vocal Jazz,Jazz
J-Hip Hop,Hip Hop/Rap
japanese ambient,Ambient & Experimental Electronic
jazz hop,Hip Hop/Rap
jazz vocal,Jazz
K-house,House & EDM
K-R&B,R&B/Soul
korean psychedelic rock,Rock
Latin Electronic,Latin
latin trap,Hip Hop/Rap
Latin Urban,Latin
libyan folk electronic,World/Traditional
light orchestral,Classical/Orchestral
Liquid Drum & Bass,Bass Music
lo-fi ambient,Ambient & Experimental Electronic
lo-fi electronic,Ambient & Experimental Electronic
lo-fi pop,Pop
Lo-fi R&B,R&B/Soul
Lo-fi soul,R&B/Soul
lounge music,Jazz
lounge pop,Pop
malian folk,Folk/Acoustic
Malian Wassoulou,World/Traditional
Medieval Music,Classical/Orchestral
Meditation Music,New Age/Meditation
minimal house,House & EDM
minimalist classical,Classical/Orchestral
Modern jazz,Jazz
Moog lounge,Ambient & Experimental Electronic
Musical Comedy,Novelty/Spoken Word
nature ambient,Ambient & Experimental Electronic
Nature Sounds,New Age/Meditation
neoclassical ambient,Ambient & Experimental Electronic
Neoclassical Piano,Classical/Orchestral
New Orleans R&B,R&B/Soul
New Wave Revival,Alternative/Indie
nordic jazz,Jazz
Novelty Music,Novelty/Spoken Word
novelty pop,Novelty/Spoken Word
Novelty Rock,Novelty/Spoken Word
novelty song,Novelty/Spoken Word
nu-jazz,Jazz
nu-soul,R&B/Soul
orchestral pop,Pop
Orchestral Video Game Music,Soundtrack/Instrumental
outsider folk,Folk/Acoustic
Outsider music,Other
Piano Pop,Pop
Post-Punk Revival,Alternative/Indie
Production Music,Soundtrack/Instrumental
Progressive Folk,Folk/Acoustic
Proto-Trance,Techno & Trance
Psych Funk,Funk/Disco
Psychedelic Funk,Funk/Disco
Rain Sounds,New Age/Meditation
rap-rave,Hip Hop/Rap
Reggae Pop,Reggae/Caribbean
relaxation,New Age/Meditation
Relaxation Music,New Age/Meditation
Relaxing Music,New Age/Meditation
romantic classical,Classical/Orchestral
romantic era,Classical/Orchestral
Sacred Music,World/Traditional
Sleep Music,New Age/Meditation
Soul Pop,R&B/Soul
soul rock,R&B/Soul
soul-folk,R&B/Soul
Soul-pop,R&B/Soul
Spa Music,New Age/Meditation
Swing Jazz,Jazz
synth-punk,Punk/Hardcore
Techno brass,Techno & Trance
trad jazz,Jazz
traditional Chinese music,World/Traditional
traditional Italian folk,World/Traditional
Traditional Jazz,Jazz
Trailer music,Soundtrack/Instrumental
Tropical Pop,Pop
Tunisian folk,World/Traditional
Tuvan throat singing,World/Traditional
TV Score,Soundtrack/Instrumental
